Индекс;Долгота, град;Широта, град;Название;Время;NO, мг/м.куб.;NO2, мг/м.куб.;O3, мг/м.куб.;CO, мг/м.куб.;PM2.5, мг/м.куб.;PM10, мг/м.куб.;H2S, мг/м.куб.;Атм. давление;Темп. внешняя;Темп. внутренняя;Влажность внеш.;Влажность внутр.;Скорость ветра;Направление ветра;Интенс. осадков;Темп. зонда 1;Темп. зонда 2;Темп. зонда 3;Напряжение питания;Дверь;Пожар
1111111;52.1245;52.2221;OPTEC_M - С.Петербург, 1-1;13-12-2018 14:26:00;0.000055;0.000061;0.014160;0.000000;0.029645;0.029922;0.029706;768.17;20.32;26.80;77.18;47.00;2.75;138.22;0.00;27.31;27.26;27.30;223.1;норма;норма
